Time(ms),WT_avg_1050,WT+sem_1050,WT-sem_1050,P_avg_1050,P+sem_1050,P-sem_1050,EPN_avg_1050,EPN+sem_1050,EPN-sem_1050,Time_ms,WT_avg_10ms,WT+sem_10ms,WT-sem_10ms,P_avg_10ms,P+sem_10ms,P-sem_10ms,EPN_avg_10ms,EPN+sem_10ms,EPN-sem_10ms,Time_ms,WT_avg_dVdt,WT+sem_dVdt,WT-sem_dVdt,P_avg_dVdt,P+sem_dVdt,P-sem_dVdt,EPN_avg_dVdt,EPN+sem_dVdt,EPN-sem_dVdt,WT_RMP_mV,P_RMP_mV,EPN_RMP_mV,WT_Overshoot_mV,P_Overshoot_mV,EPN_Overshoot_mV,WT_Amplitude_mV,P_Amplitude_mV,EPN_Amplitude_mV,WT_APD_10-50_ms,P_APD_10-50_ms,EPN_APD_10-50_ms,WT_dVdtmax_V_per_s,P_dVdtmax_V_per_s,EPN_dVdtmax_V_per_s,WT_dVdtmin_V_per_s,P_dVdtmin_V_per_s,EPN_dVdtmin_V_per_s,WT_refractory_period,P_refractory_period,EPN_refractory_period
,,,,,,,,,,4.02,-66.56160058,-64.33446541,-68.78873575,-68.38546965,-66.7373046,-70.0336347,-65.20759697,-62.1878507,-68.22734324,4.02,-2.107647995,-1.268540149,-2.946755841,-2.19324461,0.521244666,-4.907733886,-6.59264189,-2.973510385,-10.2117734,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.04,-67.20586014,-65.00002208,-69.41169819,-68.69064543,-67.0000452,-70.38124566,-64.71931572,-61.82745864,-67.6111728,4.04,-4.701107025,-3.91952893,-5.48268512,0.66080257,3.155611156,-1.834006016,-6.131945635,-1.870179858,-10.39371141,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.06,-67.30758582,-65.0697639,-69.54540775,-68.21592755,-66.4863311,-69.94552399,-65.17707939,-62.36892788,-67.9852309,4.06,-5.191718923,-3.528586994,-6.854850852,3.204533829,5.946884244,0.462183413,-4.937207651,-1.234413559,-8.640001743,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.08,-66.7989591,-64.44856998,-69.14934821,-68.41937807,-66.66935233,-70.16940381,-65.08552666,-62.1309372,-68.04011612,4.08,-4.233302567,-2.264178895,-6.202426239,2.566772405,5.298957078,-0.165412269,-4.078070819,-1.513888622,-6.642253016,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.1,-67.54494476,-65.47076173,-69.6191278,-68.35156123,-66.58951517,-70.11360729,-65.20759697,-62.39825261,-68.01694133,4.1,-2.654856337,-1.111895085,-4.19781759,-1.194367747,1.280271019,-3.669006512,-5.063370895,-2.393142682,-7.733599108,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.12,-67.51103634,-65.25693026,-69.76514243,-68.72455385,-67.01022298,-70.43888472,-65.42122002,-62.48072835,-68.36171168,4.12,-0.628747997,0.709055343,-1.966551337,-4.542401764,-1.017850187,-8.066953341,-5.916385224,-2.609834505,-9.222935943,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.14,-67.17195172,-64.84574817,-69.49815526,-68.75846227,-67.0217496,-70.49517494,-65.39070244,-62.53035259,-68.25105229,4.14,-0.312834455,0.900156604,-1.525825514,-4.365318802,-2.076714575,-6.653923028,-3.871072382,-1.300400901,-6.441743863,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.16,-67.34149424,-65.21525086,-69.46773763,-68.58892017,-66.96150418,-70.21633616,-65.51277275,-62.56032528,-68.46522022,4.16,-1.090828422,-0.092227405,-2.089429439,-2.519694653,-0.743682985,-4.29570632,-0.969379508,1.536889217,-3.475648234,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.18,-67.30758582,-65.16059979,-69.45457185,-68.52110333,-66.87686816,-70.16533849,-65.32966728,-62.42935682,-68.22997774,4.18,-1.438125317,-0.28576272,-2.590487915,-3.178495888,-0.10502301,-6.251968767,-0.608923554,3.009563326,-4.227410435,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.2,-67.40931108,-65.09733924,-69.72128293,-68.82627911,-67.0863592,-70.56619902,-65.2991497,-62.25869313,-68.33960627,4.2,-1.881597919,-0.857147331,-2.906048506,-5.675751865,-1.898054782,-9.453448948,-3.192531514,0.660154787,-7.045217815,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.22,-67.4432195,-65.18453021,-69.7019088,-68.86018753,-67.15124083,-70.56913423,-65.60432549,-62.69483181,-68.51381916,4.22,-1.719757948,-0.675935855,-2.76358004,-6.174055636,-3.128351029,-9.219760243,-6.774443591,-4.33843279,-9.210454391,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.24,-67.47712792,-65.30318897,-69.65106688,-68.96191279,-67.34329787,-70.58052771,-65.97053642,-62.91113982,-69.02993302,4.24,-1.619250856,-0.604083219,-2.634418493,-4.393119107,-2.23017377,-6.556064443,-8.642007348,-4.488330288,-12.79568441,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.26,-67.57885318,-65.35434101,-69.80336536,-68.58892017,-66.87537851,-70.30246183,-66.12312431,-63.4064339,-68.83981472,4.26,-3.185923787,-2.312906248,-4.058941326,-2.315108432,-0.008438918,-4.621777945,-7.003418279,-2.914752904,-11.09208365,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.28,-67.74839528,-65.47409654,-70.02269403,-69.16536331,-67.53038564,-70.80034098,-65.97053642,-63.15804571,-68.78302714,4.28,-3.591923767,-2.710816726,-4.473030807,-0.217028144,1.712202251,-2.146258538,-3.6219017,-0.889997281,-6.353806118,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.3,-67.4432195,-65.02529604,-69.86114296,-68.69064543,-67.04441579,-70.33687507,-66.06208916,-63.40518693,-68.71899139,4.3,-2.053750992,-1.122251808,-2.985250175,0.550850832,3.622110118,-2.520408454,-2.596913269,0.014070104,-5.207896642,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.32,-67.51103634,-65.37662678,-69.6454459,-68.79237027,-67.22827304,-70.35646749,-66.09260674,-63.15538395,-69.02982952,4.32,-1.782331066,-0.893135829,-2.671526303,-1.950573605,0.351479975,-4.252627185,-4.395536685,-0.53305909,-8.25801428,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.34,-68.01966265,-65.77507063,-70.26425466,-69.47053867,-67.81211711,-71.12896023,-66.24519463,-63.31176616,-69.17862309,4.34,-2.806552432,-1.635852634,-3.97725223,-4.318086012,-1.762413947,-6.873758076,-5.771720207,-2.508407877,-9.035032537,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.36,-67.54494476,-65.10979482,-69.98009471,-69.50444751,-67.78468661,-71.22420842,-66.33674736,-63.43916202,-69.2343327,4.36,-3.803302328,-2.564948729,-5.041655927,-3.772714019,-2.188999609,-5.356428428,-4.071455491,-2.190657405,-5.952253576,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.38,-67.7823037,-65.5401691,-70.02443831,-69.09754647,-67.42557735,-70.76951559,-66.55037041,-63.77243905,-69.32830177,4.38,-3.678778854,-2.859182498,-4.498375209,-2.870906744,-0.824668248,-4.917145239,-0.334985614,2.312067851,-2.982039078,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.4,-68.15529633,-65.93004264,-70.38055001,-68.89409553,-67.42445318,-70.36373787,-66.12312431,-63.09496982,-69.15127881,4.4,-2.138631576,-0.603880056,-3.673383096,-2.651556871,-1.030591053,-4.272522689,1.295886715,4.454347757,-1.862574327,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.42,-68.05357107,-65.68773863,-70.4194035,-69.33490499,-67.76226306,-70.90754692,-66.45881767,-63.42955834,-69.48807701,4.42,-1.101244658,1.124933432,-3.327422748,-1.814311786,-0.272380481,-3.35624309,-0.772751127,1.319792091,-2.865294345,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.44,-67.98575422,-65.78554498,-70.18596347,-69.23318015,-67.61517731,-70.851183,-66.36726494,-63.55941948,-69.1751104,4.44,-0.920670814,0.711574477,-2.552916105,-0.733826664,0.754184204,-2.221837531,-3.72944206,0.859111928,-8.317996048,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.46,-67.71448686,-65.46283136,-69.96614237,-69.23317973,-67.64672217,-70.81963729,-66.76399345,-64.04212129,-69.48586561,4.46,-1.671390156,-1.004895451,-2.337884861,-0.943204833,2.167180292,-4.053589959,-5.675188196,-2.543947231,-8.80642916,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.48,-68.25702159,-66.07631186,-70.43773131,-68.99582121,-67.39397644,-70.59766598,-66.64192314,-63.73628173,-69.54756455,4.48,-2.566591402,-0.76139894,-4.371783864,-2.747819768,0.314196247,-5.809835783,-7.052097601,-5.032229,-9.071966201,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.5,-68.18920475,-65.84854426,-70.52986524,-69.26708815,-67.72888079,-70.80529551,-66.85554619,-64.03945257,-69.67163981,4.5,-2.070911686,-0.155516189,-3.986307182,-4.400394175,-2.700856935,-6.099931414,-8.90405156,-5.535382715,-12.27272041,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.52,-67.71448686,-65.26854765,-70.16042608,-69.57226393,-68.03483552,-71.10969234,-66.94709892,-64.16812534,-69.7260725,4.52,-2.017219332,-0.895692372,-3.138746293,-3.493968825,-0.469943532,-6.517994117,-10.08078742,-6.301717398,-13.85985744,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.54,-68.32483843,-66.19353344,-70.45614342,-69.50444709,-67.92576472,-71.08312946,-67.6795208,-64.86072727,-70.49831432,4.54,-2.710488369,-1.278786314,-4.142190424,-0.805782888,1.350876885,-2.96244266,-7.41731233,-4.30620147,-10.52842319,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.56,-68.39265527,-66.14009646,-70.64521407,-69.40272183,-67.86545006,-70.9399936,-67.09968681,-64.23795893,-69.96141469,4.56,-2.615466432,-0.757362896,-4.473569969,-0.282313872,0.984689326,-1.549317069,-2.578724962,-0.994252539,-4.163197386,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.58,-67.9518458,-65.66323463,-70.24045698,-69.50444751,-67.81303104,-71.19586399,-67.09968681,-64.21333003,-69.9860436,4.58,-2.508212778,-0.782649635,-4.233775922,-2.703871681,-1.378498092,-4.029245269,-1.405087751,2.097917451,-4.908092954,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.6,-68.22311317,-66.08514977,-70.36107656,-69.74180603,-68.10764707,-71.37596499,-67.61848564,-64.92557173,-70.31139956,4.6,-1.912079798,-0.628224234,-3.195935361,-3.96864389,-2.512081118,-5.425206662,-2.445554015,1.439390629,-6.330498659,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.62,-68.66392263,-66.41469855,-70.9131467,-69.50444709,-67.92004691,-71.08884727,-67.37434502,-64.77535728,-69.97333275,4.62,-0.11961331,1.041065034,-1.280291653,-2.190342966,-0.315656626,-4.065029306,-1.639408284,1.378948172,-4.65776474,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.64,-68.49438053,-66.22227893,-70.76648213,-69.57226393,-68.06974683,-71.07478103,-67.19123955,-64.35479693,-70.02768216,4.64,0.629397962,2.076491314,-0.81769539,0.073793464,1.544942625,-1.397355696,-1.365082625,2.375499545,-5.105664794,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.66,-68.15529633,-65.8305948,-70.47999785,-69.80962287,-68.21984802,-71.39939772,-67.46589775,-64.64604254,-70.28575296,4.66,-0.431811614,0.828626669,-1.692249897,0.941687756,2.746318082,-0.862942569,-3.645992494,-0.364636188,-6.9273488,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.68,-68.46047211,-66.27414461,-70.64679961,-69.64008077,-68.01545842,-71.26470312,-67.64900322,-64.89893753,-70.39906891,4.68,-1.458494096,-0.33995445,-2.577033743,-0.080934809,2.232314002,-2.39418362,-6.47747283,-3.242496349,-9.712449311,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.7,-68.59610579,-66.37225046,-70.81996112,-69.50444751,-67.8936224,-71.11527263,-67.83210869,-65.17939293,-70.48482444,4.7,-1.550371908,-0.649795061,-2.450948756,-2.200239287,0.907579855,-5.30805843,-6.71682514,-3.810281346,-9.623368933,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.72,-68.59610579,-66.23572506,-70.95648651,-69.67398961,-68.10738239,-71.24059684,-67.98469658,-65.32431166,-70.6450815,4.72,-1.302125582,-0.668951153,-1.93530001,-2.788006915,0.057917908,-5.633931738,-3.454484215,-1.185106297,-5.723862133,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.74,-68.22311317,-66.01604606,-70.43018027,-69.80962287,-68.31865843,-71.30058731,-67.61848564,-64.88162663,-70.35534465,4.74,-1.785063956,-0.558855627,-3.011272284,-1.605240613,0.106986037,-3.317467263,-0.692307875,0.617718244,-2.002333993,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.76,-68.39265527,-66.14932971,-70.63598082,-69.50444751,-67.95170143,-71.0571936,-68.07624931,-65.47383366,-70.67866497,4.76,-2.668873057,-1.481579255,-3.856166859,-1.840510653,0.571126914,-4.25214822,-1.104401337,1.839642024,-4.048444697,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.78,-68.63001421,-66.26569114,-70.99433727,-69.77571445,-68.31933429,-71.23209461,-67.61848564,-64.92971579,-70.30725549,4.78,-2.166332748,-1.029923121,-3.302742376,-3.304794626,-0.738651061,-5.870938191,-3.519414741,-0.809369411,-6.22946007,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.8,-68.25702159,-65.91889634,-70.59514683,-69.91134813,-68.47887578,-71.34382048,-67.92366142,-65.31497528,-70.53234757,4.8,-0.807857964,0.360181547,-1.975897475,-2.696662823,0.363686826,-5.757012472,-6.168898723,-3.664435603,-8.673361842,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.82,-68.56219737,-66.31838376,-70.80601097,-69.84353129,-68.31874976,-71.36831282,-68.44246025,-65.78290293,-71.10201757,4.82,0.274120525,1.239568532,-0.691327483,-0.658986919,2.355105106,-3.673078945,-4.355023193,-1.747574131,-6.962472256,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.84,-68.59610579,-66.3489533,-70.84325827,-69.74180603,-68.14793912,-71.33567294,-68.19831963,-65.51712555,-70.8795137,4.84,0.263939381,1.254882209,-0.727003448,-0.339709931,1.542272792,-2.221692654,1.308121789,3.280760643,-0.664517066,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.86,-68.35874685,-66.04780782,-70.66968587,-69.84353129,-68.29823485,-71.38882773,-67.58796806,-64.79600123,-70.3799349,4.86,-2.154030164,-0.835744606,-3.472315722,-1.001126581,1.419637682,-3.421890843,2.862405062,6.123680957,-0.398870833,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.88,-68.59610579,-66.21696402,-70.97524755,-70.25043233,-68.75750585,-71.74335881,-68.13728447,-65.49149723,-70.78307171,4.88,-5.135817622,-3.724630499,-6.547004745,0.301161572,2.414867864,-1.81254472,-0.758165801,2.352956708,-3.869288309,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.9,-68.79955631,-66.65549935,-70.94361326,-69.70789761,-68.15486781,-71.26092741,-68.38142509,-65.71560808,-71.04724211,4.9,-5.6645098,-4.684974606,-6.644044994,1.220460905,2.511271001,-0.070349191,-3.255230927,-1.082732632,-5.427729222,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.92,-69.03691525,-66.77145522,-71.30237528,-69.84353129,-68.25495237,-71.43211021,-68.28987236,-65.62339835,-70.95634637,4.92,-3.628263911,-3.023638625,-4.232889197,-2.235767312,0.078854335,-4.550388958,-2.593117404,0.3445096,-5.530744408,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.94,-68.93518999,-66.54338878,-71.3269912,-69.84353129,-68.3326739,-71.35438868,-67.954179,-65.07940646,-70.82895154,4.94,-0.771651086,-0.268461619,-1.274840553,-6.477816701,-4.237658966,-8.717974436,-2.404558495,0.517473494,-5.326590485,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.96,-68.73173947,-66.51208807,-70.95139086,-69.94525655,-68.56080727,-71.32970584,-68.25935478,-65.60259206,-70.91611751,4.96,0.688159986,1.87964685,-0.503326879,-5.568887485,-3.852893258,-7.284881713,-4.507767402,-2.154789811,-6.860744992,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.98,-68.96909841,-66.72854267,-71.20965415,-70.21652391,-68.79464079,-71.63840703,-68.62556572,-65.90532717,-71.34580427,4.98,0.05633733,1.106276018,-0.993601358,-0.715848221,0.864677072,-2.296373514,-5.043370247,-2.356993678,-7.729746816,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5,-69.24036577,-66.92977592,-71.55095562,-69.80962287,-68.35469531,-71.26455043,-68.59504814,-66.06041523,-71.12968106,5,-1.112007721,-0.643338335,-1.580677107,1.88261194,3.581440671,0.18378321,-2.412664545,0.988197199,-5.813526288,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.02,-68.56219737,-66.24622452,-70.87817022,-70.08089023,-68.6353293,-71.52645116,-68.04573174,-65.32490168,-70.76656179,5.02,-1.989712,-0.961893088,-3.017530912,0.311751228,1.667367413,-1.043864956,-1.429886177,0.726430631,-3.586202986,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.04,-68.90128114,-66.56309277,-71.23946951,-70.08089023,-68.68165013,-71.48013033,-68.71711845,-66.15437435,-71.27986256,5.04,-2.237246513,-1.211242249,-3.263250777,-1.935488674,-0.046838445,-3.824138904,-3.427773696,-0.866783448,-5.988763945,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.06,-69.20645735,-67.04621698,-71.36669772,-70.08089023,-68.61582285,-71.54595761,-68.77815361,-66.16643565,-71.38987157,5.06,-1.292323291,-0.213983191,-2.370663392,-3.719671528,-1.97347996,-5.465863095,-3.778667569,-0.958168145,-6.599166994,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.08,-69.03691525,-66.75898872,-71.31484178,-70.38606601,-68.89132945,-71.88080258,-68.62556572,-65.89890274,-71.3522287,5.08,-0.595888827,0.491129365,-1.682907018,-5.41615559,-3.810205846,-7.022105334,-2.50048213,-1.578790361,-3.422173899,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.1,-69.07082367,-66.8717722,-71.26987514,-70.48779127,-69.02698015,-71.94860239,-68.56453056,-65.97084983,-71.1582113,5.1,-0.559994297,0.263195915,-1.383184509,-5.016506215,-3.050546259,-6.982466171,-2.691446835,0.511475573,-5.894369242,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.12,-69.30818261,-67.1604029,-71.45596232,-70.41997443,-68.97514801,-71.86480086,-68.99177666,-66.43298437,-71.55056894,5.12,-0.403386434,0.969984097,-1.776756965,-1.949030532,0.232318603,-4.130379666,-2.769779468,1.051645258,-6.591204193,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.14,-69.07082367,-66.80650881,-71.33513853,-70.38606601,-68.92043455,-71.85169747,-68.9307415,-66.3304852,-71.5309978,5.14,-1.155512876,-0.302177794,-2.008847958,1.312147932,3.144592503,-0.520296639,-0.565702567,2.09446145,-3.225866584,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.16,-69.17254893,-66.85590261,-71.48919525,-70.25043233,-68.79999222,-71.70087245,-68.77815361,-66.08011691,-71.47619031,5.16,-1.757383092,-0.583695971,-2.931070212,2.235887978,3.769906525,0.70186943,1.970664148,3.764958471,0.176369825,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.18,-68.96909841,-66.79699065,-71.14120617,-70.11479865,-68.66401412,-71.56558319,-68.53401299,-65.85148216,-71.21654381,5.18,-1.134672816,-0.481840677,-1.787504955,0.304501492,1.527874563,-0.918871579,1.327186468,4.04813605,-1.393763114,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.2,-69.13864051,-66.92127867,-71.35600235,-70.11479865,-68.73877479,-71.49082251,-68.62556572,-66.12641826,-71.12471318,5.2,-1.150799298,-0.01486268,-2.286735915,-1.863307257,-0.776285193,-2.950329322,-3.341334295,-0.294519375,-6.388149216,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.22,-69.13864051,-66.85280099,-71.42448003,-70.25043233,-68.90064984,-71.60021483,-68.99177666,-66.36216916,-71.62138415,5.22,-2.461189495,-1.057601017,-3.864777973,-1.402252992,0.331453356,-3.13595934,-7.061305544,-4.706456743,-9.416154345,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.24,-68.83346473,-66.49992043,-71.16700903,-70.21652391,-68.7595675,-71.67348032,-69.2053997,-66.64062039,-71.77017902,5.24,-3.849300133,-2.582429201,-5.116171065,-0.30893253,1.489387442,-2.107252502,-5.231337798,-3.444890082,-7.017785513,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.26,-69.40990745,-67.21289934,-71.60691555,-70.14870707,-68.6916308,-71.60578335,-68.96125908,-66.34278651,-71.57973165,5.26,-3.0585148,-2.108393085,-4.008636516,-2.066537036,-0.067286217,-4.065787854,-1.626131091,0.066796362,-3.319058543,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.28,-69.68117438,-67.51538548,-71.84696329,-70.35215759,-68.81525899,-71.88905619,-69.02229424,-66.31589322,-71.72869525,5.28,-0.468012902,0.829032806,-1.765058611,-5.206117868,-1.545288479,-8.866947258,-1.743247211,0.115032274,-3.601526696,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.3,-69.20645735,-66.96276613,-71.45014857,-70.75905863,-69.18259318,-72.33552409,-69.26643486,-66.54716159,-71.98570813,5.3,0.339887155,2.157357539,-1.477583228,-4.316700131,-1.512950545,-7.120449716,-3.12364794,-0.677677023,-5.569618858,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.32,-69.40990745,-67.27670937,-71.54310552,-70.65733337,-69.25846357,-72.05620317,-69.51057549,-67.05437372,-71.96677725,5.32,-0.248288049,1.451647102,-1.948223199,0.498276128,2.639570342,-1.643018086,-1.030070654,1.837897091,-3.898038398,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.34,-69.44381587,-67.19874001,-71.68889173,-70.18261549,-68.71298366,-71.65224733,-69.11384735,-66.52263798,-71.70505672,5.34,-0.460632063,0.843405138,-1.764669263,2.047753745,5.300228558,-1.204721069,2.259151793,4.662793581,-0.144489996,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.36,-69.40990787,-67.11960228,-71.70021346,-70.45388285,-69.02098464,-71.88678107,-69.2053997,-66.57886602,-71.83193339,5.36,-1.00454993,-0.251501233,-1.757598627,-0.847474019,1.06554246,-2.760490497,2.398463857,5.256622542,-0.459694828,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.38,-69.44381629,-67.14558896,-71.74204362,-70.55560811,-69.1787248,-71.93249143,-68.96125908,-66.23410387,-71.68841428,5.38,-1.162654933,-0.084277829,-2.241032037,-2.048197932,1.114121876,-5.21051774,0.315512438,3.069036613,-2.438011737,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.4,-69.03691483,-66.89613597,-71.17769368,-70.55560811,-69.08483621,-72.02638002,-69.2053997,-66.57503504,-71.83576436,5.4,-1.094088299,0.205526011,-2.39370261,-1.077317152,3.541104499,-5.695738803,-2.515938878,0.730156434,-5.76203419,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.42,-69.64726681,-67.46904782,-71.8254858,-70.31824917,-68.79918078,-71.83731756,-69.2053997,-66.54151446,-71.86928495,5.42,-1.035183062,0.264297991,-2.334664116,-2.037587745,1.204535317,-5.279710808,-5.65852394,-2.62284094,-8.69420694,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.44,-69.51163313,-67.21656786,-71.80669841,-70.69124179,-69.14305966,-72.23942393,-69.32747002,-66.64443062,-72.01050941,5.44,-0.104521122,0.958266858,-1.167309103,-4.018960661,-1.295095156,-6.742826166,-6.576815784,-4.726145609,-8.427485959,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.46,-69.10473209,-66.79305362,-71.41641056,-70.55560811,-69.03354881,-72.07766741,-69.78523369,-67.20638254,-72.36408484,5.46,0.271747523,1.216966933,-0.673471887,-3.463286334,-0.804344347,-6.12222832,-3.165432119,-0.33485032,-5.996013919,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.48,-69.44381587,-67.23952897,-71.64810276,-70.72515021,-69.24543179,-72.20486864,-69.41902275,-66.81919854,-72.01884696,5.48,-0.292951761,0.674408059,-1.260311581,-0.165868355,1.593801568,-1.925538278,1.672965701,4.454635967,-1.108704564,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.5,-69.57944955,-67.35859127,-71.80030783,-70.72515021,-69.14844096,-72.30185947,-69.08332939,-66.38482514,-71.78183364,5.5,-0.857231557,0.620783175,-2.33524629,2.772196657,4.76486779,0.779525524,1.420748782,4.442668944,-1.601171379,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.52,-69.17254893,-66.8116954,-71.53340246,-70.58951653,-69.07108324,-72.10794983,-69.32747002,-66.57012186,-72.08481817,5.52,-1.597577141,-0.118028001,-3.077126282,2.256664422,4.50994954,0.003379304,-4.049818933,-1.583033791,-6.516604075,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.54,-69.61335797,-67.40800963,-71.81870631,-70.41997443,-68.9739601,-71.86598877,-69.907304,-67.43570412,-72.37890388,5.54,-1.425361607,-0.424630169,-2.426093045,-0.551545401,1.868051482,-2.971142285,-6.321370268,-2.556055566,-10.08668497,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.56,-69.64726596,-67.46587452,-71.82865741,-70.55560811,-69.04366711,-72.06754912,-69.75471649,-67.14267869,-72.3667543,5.56,-0.702809105,0.196696277,-1.602314488,-2.870394429,-0.098527139,-5.642261718,-2.548429191,1.824737009,-6.921595391,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.58,-69.74899207,-67.55408252,-71.94390162,-70.75905863,-69.28696139,-72.23115588,-69.48005791,-66.88607178,-72.07404403,5.58,-0.408430616,1.121537572,-1.938398804,-4.122365528,-1.336518294,-6.908212761,0.574909401,3.433758421,-2.283939619,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.6,-69.64726639,-67.38053737,-71.91399541,-70.92860074,-69.43937943,-72.41782204,-69.66316338,-67.11427336,-72.21205339,5.6,0.452867031,1.813363324,-0.907629262,-4.291559988,-1.152545264,-7.430574711,0.730921078,4.499208898,-3.037366743,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.62,-69.44381587,-67.31161504,-71.5760167,-70.65733337,-69.17327269,-72.14139406,-69.66316338,-67.16454265,-72.1617841,5.62,0.484547496,1.458970308,-0.489875317,-3.956284761,-0.434940714,-7.477628809,0.558994287,3.847433485,-2.729444912,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.64,-69.68117523,-67.50359071,-71.85875976,-70.82687547,-69.25524649,-72.39850446,-69.57161064,-66.97954672,-72.16367456,5.64,-1.144236394,-0.552747899,-1.735724889,-3.725010015,-0.312676053,-7.137343977,-0.421942538,2.077595967,-2.921481043,,,,,,,,,,,,,,,,,,,,,
